Comuna_Origen;Especialidad_Destino;Rango_Edad;Establecimiento_Destino;CIE-10;Observacion;Tipo_Especialidad
Navidad;Ortodoncia y Ortopedia Dento Máxilo Facial;4 a 12 años;Hospital Claudio Vicuña;K07.2 Anomalias de la relacion entre los arcos dentarios;Posterior a teleinterconsulta Hospital Digital.;Odontológica
Navidad;Ortodoncia y Ortopedia Dento Máxilo Facial;4 a 12 años;Hospital Claudio Vicuña;K01.0 Dientes incluidos;Posterior a teleinterconsulta Hospital Digital.;Odontológica
Navidad;Ortodoncia y Ortopedia Dento Máxilo Facial;4 a 12 años;Hospital Claudio Vicuña;K00.1 Dientes supernumerarios;Posterior a teleinterconsulta Hospital Digital.;Odontológica
Navidad;Periodoncia;Desde 20 años;Hospital Claudio Vicuña;Z75 Problemas relacionados con facilidades de atención médica u otros servicios de salud.;Para anestesia general. Desde 20 años.;Odontológica
Valparaíso.;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Valparaíso.;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Valparaíso.;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Juan Fernández;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Juan Fernández;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Juan Fernández;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Casablanca;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Casablanca;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Casablanca;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Algarrobo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Algarrobo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Algarrobo;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Cartagena;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Cartagena;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Cartagena;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
El Quisco;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
El Quisco;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
El Quisco;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
El Tabo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
El Tabo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
El Tabo;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
San Antonio;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
San Antonio;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
San Antonio;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Santo Domingo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Santo Domingo;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Santo Domingo;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
Navidad;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K00.0 Anodoncia;Sólo unitarios;Odontológica
Navidad;Implantología Bucomaxilofacial;19 a 59 años;Hospital Claudio Vicuña;K08.1  Perdida de dientes por accidente, extraccion o enfermedad periodontal local.;Sólo unitarios;Odontológica
Navidad;Implantología Bucomaxilofacial;60 a 75 años;Hospital Claudio Vicuña;K08.2 Atrofia del reborde alveolar desdentado.;Protesis implanto retenida;Odontológica
ALGARROBO;MEDICINA FISICA Y REHABILITACIÓN PEDIÁTRICA;0 a 1 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;OFTALMOLOGIA;0 a 8 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);, ESTRABISMO CONCOMITANTE CONVERGENTE (H500) , ESTRABISMO CONCOMITANTE DIVERGENTE (H501) , ESTRABISMO MECANICO (H506) , ESTRABISMO, NO ESPECIFICADO (H509) , ESTRABISMO PARALITICO (H49) , ESTRABISMO PARALITICO, NO ESPECIFICADO (H499) , ESTRABISMO VERTICAL (H502) , OTROS ESTRABISMOS (H50) , OTROS ESTRABISMOS ESPECIFICADOS (H508) , OTROS ESTRABISMOS PARALITICOS (H498);Sin observación;Médica
ALGARROBO;CARDIOLOGIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO, ESPECIFICADA (Q288);Sin observación;Médica
ALGARROBO;CIRUGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;ENDOCRINOLOGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, FIBROSIS QUISTICA (E84) , FIBROSIS QUISTICA CON MANIFESTACIONES INTESTINALES (E841) , FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES (E840) , FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES (E848) , FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION (E849);Sin observación;Médica
ALGARROBO;ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CONTACTO CON Y EXPOSICION A TUBERCULOSIS (Z201) , LINFADENOPATIA PERIFERICA TUBERCULOSA (A182) , MENINGITIS TUBERCULOSA (G01*) (A170) , OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO (A178) , OTRAS TUBERCULOSIS MILIARES (A198) , OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE (A158) , OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION (A168) , PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A156) , PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A165) , TUBERCULOMA MENINGEO (G07*) (A171) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A154) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A163) , TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*) (A187) , TUBERCULOSIS DE HUESOS Y ARTICULACIONES (A180) , TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO (A184) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A155) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA HISTOLOGICA (A164) , TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS (A183) , TUBERCULOSIS DE OTROS ORGANOS (A18) , TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS (A188) , TUBERCULOSIS DEL APARATO GENITOURINARIO (A181) , TUBERCULOSIS DEL OIDO (A186) , TUBERCULOSIS DEL OJO (A185) , TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS (A160) , TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE (A152) , TUBERCULOSIS DEL PULMON CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO CON O SIN CULTIVO (A150) , TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS (A153) , TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO (A151) , TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO (A161) , TUBERCULOSIS DEL PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A162) , TUBERCULOSIS DEL SISTEMA NERVIOSO (A17) , TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*) (A179) , TUBERCULOSIS MILIAR (A19) , TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES (A191) , TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO (A190) , TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA (A192) , TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION (A199) , TUBERCULOSIS RESPIRATORIA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A15) , TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMEMTE (A16) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A159) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMAC BACTERIOLOGICA O HISTOLOGICA (A169) , TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A157) , TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A167);Sin observación;Médica
ALGARROBO;GINECOLOGÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CHANCRO BLANDO (A57) , GRANULOMA INGUINAL (A58) , INFECCION ANOGENITAL DEBIDA A VIRUS DEL HERPES (HERPES SIMPLE) (A60) , INFECCION GONOCOCICA (A54) , LINFOGRANULOMA (VENEREO) POR CLAMIDIAS (A55) , OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE (A63) , OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDAS A CLAMIDIAS (A56) , OTRAS SIFILIS Y LAS NO ESPECIFICADAS (A53) , SIFILIS PRECOZ (A51) , SIFILIS TARDIA (A52) , TRICOMONIASIS (A59) , VERRUGAS (VENEREAS) ANOGENITALES (A630);Sin observación;Médica
ALGARROBO;GINECOLOGÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;HEMATOLOGIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;INFECTOLOGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, ENFERMEDAD DE CHAGAS (B57) , ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (I41.2*, I98.1*) (B570) , ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON (B571) , ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON (I41.2*, I98.1*) (B572) , ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO (B573) , ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO (B574) , ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS (B575) , ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION (B24) , HEPATITIS AGUDA TIPO B (B16) , HEPATITIS AGUDA TIPO C (B171) , HEPATITIS VIRAL CRONICA (B18) , HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA (B180) , HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA (B181) , HEPATITIS VIRAL TIPO C CRONICA (B182) , PORTADOR DE ENFERMEDAD INFECCIOSA DEBIDA AL VIRUS HUMANO T-LINFOTROPICO TIPO 1 (VHTL-1) (Z226);Sin observación;Médica
ALGARROBO;NEUROLOGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, ESCLEROSIS MULTIPLE (G35);Sin observación;Médica
ALGARROBO;NEUROLOGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;ONCOLOGÍA MÉDICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;PEDIATRIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;TRAUMATOLOGÍA Y ORTOPEDIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;TRAUMATOLOGÍA Y ORTOPEDIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL;Desde 15 años;HOSPITAL DR EDUARDO PEREIRA RAMÍREZ (VALPARAÍSO);, TUMOR MALIGNO DE LA GLANDULA TIROIDES (C73);Sin observación;Médica
ALGARROBO;CIRUGÍA DE TÓRAX;Desde 15 años;HOSPITAL DR EDUARDO PEREIRA RAMÍREZ (VALPARAÍSO);, CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMON (D022) , LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON (C348) , TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA (C349) , TUMOR MALIGNO DE LOS BRONQUIOS Y DEL PULMON (C34) , TUMOR MALIGNO DEL BRONQUIO PRINCIPAL (C340) , TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON (C343) , TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON (C342) , TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON (C341);Sin observación;Médica
ALGARROBO;CIRUGÍA GENERAL;Desde 15 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;CIRUGÍA GENERAL;Desde 15 años;HOSPITAL DR EDUARDO PEREIRA RAMÍREZ (VALPARAÍSO);, ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS (C88);Sin observación;Médica
ALGARROBO;DERMATOLOGIA;Toda edad;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, TRASTORNO DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO ESPECIFICADO (L989) , TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PIEL (D485);Sin observación;Médica
ALGARROBO;ENDOCRINOLOGIA ADULTO;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;ENFERMEDADES RESPIRATORIAS DEL ADULTO;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, FIBROSIS QUISTICA (E84) , FIBROSIS QUISTICA CON MANIFESTACIONES INTESTINALES (E841) , FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES (E840) , FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES (E848) , FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION (E849);Sin observación;Médica
ALGARROBO;MEDICINA INTERNA;Desde 15 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
ALGARROBO;ENFERMEDADES RESPIRATORIAS DEL ADULTO;Desde 15 años;HOSPITAL DR EDUARDO PEREIRA RAMÍREZ (VALPARAÍSO);, CONTACTO CON Y EXPOSICION A TUBERCULOSIS (Z201) , LINFADENOPATIA PERIFERICA TUBERCULOSA (A182) , MENINGITIS TUBERCULOSA (G01*) (A170) , OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO (A178) , OTRAS TUBERCULOSIS MILIARES (A198) , OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE (A158) , OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION (A168) , PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A156) , PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A165) , TUBERCULOMA MENINGEO (G07*) (A171) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A154) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A163) , TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*) (A187) , TUBERCULOSIS DE HUESOS Y ARTICULACIONES (A180) , TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO (A184) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A155) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA HISTOLOGICA (A164) , TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS (A183) , TUBERCULOSIS DE OTROS ORGANOS (A18) , TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS (A188) , TUBERCULOSIS DEL APARATO GENITOURINARIO (A181) , TUBERCULOSIS DEL OIDO (A186) , TUBERCULOSIS DEL OJO (A185) , TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS (A160) , TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE (A152) , TUBERCULOSIS DEL PULMON CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO CON O SIN CULTIVO (A150) , TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS (A153) , TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO (A151) , TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO (A161) , TUBERCULOSIS DEL PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A162) , TUBERCULOSIS DEL SISTEMA NERVIOSO (A17) , TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*) (A179) , TUBERCULOSIS MILIAR (A19) , TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES (A191) , TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO (A190) , TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA (A192) , TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION (A199) , TUBERCULOSIS RESPIRATORIA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A15) , TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMEMTE (A16) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A159) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMAC BACTERIOLOGICA O HISTOLOGICA (A169) , TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A157) , TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A167);Sin observación;Médica
